idade,salario,tempo_emprego,score_credito,limite_cartao,dividas,possui_carro,possui_casa,estado_civil,numero_dependentes,renda_extra,concede_credito
32,5578.367346237451,3.94236127179014,863,11614.615374005527,7,sim,nao,divorciado,0,0,0
44,2642.1530174033496,3.6772934341674333,620,5407.307546281558,9,sim,nao,casado,2,0,0
58,4560.66109529808,1.6506474344478574,338,10376.520109520694,9,nao,sim,divorciado,0,0,0
39,6219.052090417203,7.963584747219528,764,10953.905983900622,4,sim,nao,solteiro,3,0,1
58,1889.2525323175155,6.377612544798588,710,5154.01720223612,4,sim,sim,solteiro,1,0,0
8,5401.690186231419,7.753304593385412,711,11327.328223196824,7,sim,nao,casado,4,0,1
49,5201.5821452896125,4.068811590573459,791,11279.927408389,0,sim,nao,casado,3,0,0
41,,3.0294935939167087,737,,5,nao,nao,casado,4,0,0
36,7074.317797316487,1.7650548001123165,778,13306.966869602325,1,sim,nao,solteiro,2,0,0
41,5668.877029697043,6.076752751221979,371,11357.531501054644,0,nao,nao,solteiro,2,0,0
16,7956.143796712888,1.880620326415296,881,14709.359084229447,6,sim,nao,divorciado,0,0,1
37,3012.8209688119277,10.545989206899652,519,5551.544642409054,3,sim,nao,divorciado,4,0,0
44,5271.849134436696,1.0770722567196787,303,10129.997818106496,0,sim,nao,casado,2,0,0
57,5168.933572779895,5.820980357637506,589,9839.796936581366,9,nao,sim,solteiro,2,0,0
91,2861.4910124898397,9.700564121641358,679,5000.60974120278,5,sim,nao,divorciado,4,0,1
30,6912.590004182692,6.797269277791427,654,12198.101571051351,9,sim,nao,solteiro,2,0,1
33,9649.346611705636,5.527021137475338,379,19778.73269978123,5,nao,nao,solteiro,0,0,0
50,4965.987851032338,2.094549059114313,365,10111.665807024914,2,nao,nao,casado,2,0,0
43,6010.042176547534,0.8546924342968882,435,10836.511222705289,5,sim,sim,solteiro,3,0,0
33,5169.036951630655,,698,10691.755550936696,9,sim,nao,casado,3,0,0
46,3572.8306601856484,9.51844172232484,646,6833.980789145624,8,sim,sim,divorciado,0,0,0
41,1358.4794443959677,3.6834500285654856,358,1805.0677390956935,5,sim,nao,solteiro,3,0,1
51,3588.45303380927,1.5828154771509468,818,7753.446130783032,0,sim,nao,casado,2,0,0
31,2216.0832380965376,-2.3745082916470555,536,4424.883191295236,9,nao,sim,solteiro,3,0,0
36,8408.204156118236,2.057705469012387,378,18159.890549032392,5,sim,nao,solteiro,3,0,0
35,4769.780612153521,4.65902947250288,857,8802.095057028113,7,sim,nao,divorciado,2,0,0
22,4308.161341905658,9.797369722510203,414,9045.716410813719,6,nao,nao,casado,4,0,0
43,6778.307649575612,7.019401076698905,761,15090.818161428833,7,sim,nao,solteiro,0,0,0
43,2756.497794288224,5.915256214120259,425,5612.111856814218,7,sim,sim,solteiro,4,0,0
40,3466.271923990895,3.799641016096607,872,5857.698574517679,8,nao,sim,divorciado,4,0,0
37,5136.144538497242,3.2505028482321308,799,9742.332831376858,2,nao,nao,solteiro,3,0,0
23,7057.537982846961,9.216942792523891,401,15488.653938304404,6,sim,sim,casado,1,0,1
34,6003.370090337577,5.6022156222751684,473,13336.434781523341,5,sim,nao,casado,4,0,0
35,5496.650285031765,-1.3078020757630657,751,10471.89062525564,1,sim,nao,casado,2,0,0
30,5156.235470472033,2.9793810563082714,391,9537.69662651295,4,sim,nao,solteiro,2,0,0
38,5800.47171105355,2.4253519046851197,684,12360.885337665066,2,sim,nao,solteiro,2,0,0
44,,3.3612079724676054,504,,4,sim,nao,casado,1,0,0
62,2940.0554504461284,6.688731980855255,662,5941.905479591083,8,nao,nao,solteiro,1,0,0
42,5092.158443266303,4.677665354617252,797,7525.963317214549,7,nao,nao,divorciado,0,0,1
43,2852.622682164495,4.769403778989014,836,7236.32365315964,8,nao,sim,casado,1,0,0
39,5162.165085801647,8.94041948397571,533,10531.673111153958,8,sim,sim,divorciado,0,0,0
16,4038.704117023517,2.910616730639935,315,7626.880002985903,7,sim,nao,divorciado,2,0,0
39,10078.763245565722,10.592598577662049,440,20519.118822139848,7,nao,nao,solteiro,1,0,0
40,4920.2112324965765,2.9860772258867416,719,10489.371127770366,5,nao,sim,solteiro,3,0,0
69,2191.5208674768223,5.267594589837714,755,2635.7514994969624,5,nao,nao,casado,3,0,0
37,4731.639578646151,4.1563892137917,599,8627.22315493811,5,nao,nao,solteiro,3,0,0
43,6038.717491275776,5.370257400502883,638,11691.297320026355,9,nao,nao,divorciado,1,0,0
39,8346.727892305047,6.333775985219387,602,15316.739985680351,5,sim,sim,solteiro,1,0,0
25,3821.0952001225633,6.301505720266629,891,7194.495988862864,8,sim,sim,casado,1,0,0
53,1835.14405195272,2.74064800813826,375,3232.8214767420577,9,sim,nao,solteiro,3,0,0
49,6633.674022861962,1.631255967657288,615,12471.476419709534,0,sim,sim,divorciado,2,0,0
49,2238.8025882006978,12.509515372717132,799,3895.4757793204813,9,sim,nao,divorciado,4,0,0
29,4127.68911698503,3.5480469811983406,374,7965.888149279098,5,nao,nao,casado,2,0,1
56,4484.759028978012,7.09763731601596,665,7243.810073016463,7,sim,sim,casado,1,0,0
23,4860.733093399784,0.17707606843040935,845,10503.353269262689,0,nao,nao,solteiro,4,0,0
47,6378.328914148671,4.16116184028597,695,13178.73337756882,5,sim,nao,solteiro,4,0,0
66,3632.731435427225,4.618401848052671,530,6832.63567097718,8,sim,sim,casado,2,0,0
28,4452.541495666479,6.418445209783497,327,8899.411348734739,5,nao,sim,divorciado,3,0,1
33,4971.459294101223,-3.167362422975817,774,9881.19681720165,1,sim,nao,solteiro,0,0,0
41,5299.195915037576,5.498421839234992,594,12472.189820159876,0,sim,nao,casado,3,0,0
33,5195.654349415845,1.5507756338963214,726,9679.075952372074,3,sim,nao,casado,3,0,0
21,5872.01155044516,5.973037133584771,390,12024.008461432637,5,nao,nao,divorciado,4,0,1
40,6687.679019283474,1.8910124094855112,414,10940.180114562243,9,nao,nao,casado,1,0,0
27,5785.268231301936,2.433551912223256,458,11854.938824332987,9,nao,sim,solteiro,1,0,0
45,5907.171047018437,4.179117168820196,557,11359.668328171138,8,nao,sim,solteiro,4,0,1
28,1835.5536665070445,1.8430115911904141,672,3974.4793889191683,4,nao,sim,casado,3,0,1
58,5100.455398331361,3.5733966597939357,389,10376.510335424919,6,sim,nao,casado,2,0,0
30,5959.015096003217,1.4198726943700541,597,11880.718699225152,5,sim,sim,divorciado,0,0,0
36,6457.882389140901,-0.4995113550961827,330,13071.69110639753,5,sim,nao,divorciado,3,0,1
49,3615.2984515324115,8.053871157288079,657,8014.392020240157,8,sim,nao,casado,3,0,0
25,3681.92145022271,1.111853921528215,769,7126.4274664899785,4,nao,nao,solteiro,0,0,1
42,3851.7986494328034,4.4639573371760495,427,7364.261754050434,1,sim,sim,divorciado,2,0,0
55,6072.827799782686,7.258673244481354,569,13128.338135590557,7,sim,nao,casado,0,0,0
20,7067.762109848417,3.1551676924518706,797,14280.152994683614,2,sim,nao,divorciado,4,0,0
42,4185.079785416797,2.524502300763386,712,7615.706566983339,8,sim,nao,divorciado,0,0,0
43,6815.924627254098,5.678714266002265,508,14068.345448227248,4,sim,nao,divorciado,0,0,1
49,5246.959618329189,8.353801468181455,605,10246.824622855713,0,sim,sim,divorciado,3,0,0
25,4751.4284456751275,1.4920542047405934,490,8141.643472064985,3,nao,sim,divorciado,3,0,0
24,4577.231540364062,4.5495565039476835,656,9599.724918188303,8,sim,nao,divorciado,1,0,0
46,6493.222729204314,-0.1974837849019817,756,12582.097564641375,0,nao,nao,solteiro,0,0,0
43,5651.155633574141,3.82039698895343,748,9449.21600888277,7,sim,sim,divorciado,4,0,1
43,9551.650855295275,5.102614053614226,367,17797.367903449584,7,sim,sim,casado,1,0,1
44,3295.5507140053514,2.436126074734803,766,7214.789378143053,8,sim,nao,casado,0,0,1
31,,3.6290244985243056,659,,8,sim,nao,divorciado,3,0,0
42,3941.597980376974,0.7753196950776502,686,7708.851693491371,5,sim,sim,divorciado,4,0,0
43,3261.4260260227124,5.2312358341444805,427,6974.350879237652,4,sim,nao,casado,2,0,0
31,4978.265725930056,8.167082746649449,784,10540.792650743566,6,sim,nao,divorciado,1,0,1
62,5274.704958814072,,543,11323.835767972541,8,nao,nao,casado,3,0,0
45,10836.347110120185,3.1319847003428514,318,22432.319708475938,4,sim,nao,casado,2,0,0
25,4631.7083686335955,6.507638739362545,695,8658.808862176398,2,sim,nao,solteiro,0,0,0
47,2739.6425410306333,8.636272157968207,528,3131.7334317064583,8,sim,sim,solteiro,4,0,0
28,5546.021434988771,0.520430563373206,667,10528.33623096125,9,sim,nao,casado,3,0,0
49,850.7199249072637,4.493645787752152,357,4117.1077019062195,0,sim,nao,divorciado,3,0,0
53,4816.0864347914685,5.849392466958575,580,10387.982063267096,0,nao,nao,casado,4,0,0
30,5032.050564590321,4.693830828113456,856,9639.134209693786,9,sim,nao,casado,3,0,0
51,,-2.4303762006312617,401,,3,nao,sim,divorciado,3,0,0
44,6947.244498855694,6.503270027926316,347,15138.009159533145,1,sim,sim,solteiro,0,0,0
49,3992.860762184565,9.558009053271933,861,6828.430831709056,6,sim,nao,casado,1,0,0
62,4698.771970740134,5.34998525350851,892,10048.819939406376,1,nao,sim,solteiro,2,0,0
37,3467.758338778658,1.9066818401172103,358,5503.572417863645,6,sim,sim,divorciado,4,0,0
30,2743.874890384612,3.4606182609071507,460,6612.315060173827,7,nao,nao,solteiro,2,0,0
29,5619.789558761269,10.309739202966778,402,11164.316362898251,7,sim,nao,divorciado,4,0,0
30,2452.8289028068016,7.729887622581676,711,5867.153759304843,2,sim,nao,divorciado,4,0,1
39,4170.746198856274,6.920079855152988,482,7892.587308952988,8,sim,nao,solteiro,3,0,1
44,3009.652080201525,6.069237750603128,716,8006.170921497296,9,nao,nao,casado,0,0,0
43,6099.366372580519,3.0165886634270827,415,12458.308742065332,9,sim,nao,casado,4,0,0
49,8602.860198532977,,698,17777.113498231123,9,sim,nao,divorciado,2,0,0
40,2396.8240343933376,4.766231792964453,736,5926.440305230606,5,nao,sim,solteiro,1,0,1
57,1293.9630342048617,,617,4332.611122766175,3,sim,nao,solteiro,2,0,0
36,4750.226229299865,9.526756682800709,549,9250.732075983413,7,sim,nao,solteiro,0,0,0
72,5031.395591915517,8.355014410379384,746,10214.514363640548,3,nao,nao,solteiro,1,0,0
47,,0.7418469326118782,796,,3,sim,nao,divorciado,3,0,0
29,4107.35896953131,5.6719849067031465,642,9452.404395464326,7,sim,nao,solteiro,2,0,0
27,4598.721402349136,7.210290035503691,726,10095.255415449039,3,nao,nao,solteiro,2,0,0
45,5735.020821081204,6.856580990433907,539,9674.887160227467,0,sim,nao,casado,4,1,0
37,7080.861785289678,3.1122987098377415,358,12773.731902711443,5,sim,sim,divorciado,4,0,0
48,1089.9024593634344,13.742327647305085,826,2906.472445547283,7,sim,sim,solteiro,1,0,0
45,4262.121121937075,1.1687463130066433,502,10218.895347617154,2,nao,sim,solteiro,3,0,0
39,5427.617587882127,1.7504346600018499,765,10373.397365827948,1,sim,nao,divorciado,4,0,0
29,3164.047790778528,5.700785243784729,595,6912.410687871587,5,sim,nao,divorciado,2,0,0
21,8462.339263534599,11.35040916489156,586,16448.09701266196,0,sim,nao,casado,1,0,1
34,3729.1802395425257,2.4914154478874875,372,7604.757585690194,4,sim,nao,divorciado,4,0,0
50,4917.414625985434,4.202514903059023,822,9073.310058142299,5,sim,nao,solteiro,4,0,0
42,6112.044193684582,8.231881019047078,636,11685.665429707613,7,sim,nao,casado,0,0,0
25,3817.430422396211,4.9464135353367995,617,7489.838814626078,6,sim,sim,solteiro,1,0,0
42,1306.853904391166,3.996188436409113,502,2869.5501048023084,5,sim,nao,divorciado,1,0,0
44,,6.6968987056601605,530,,1,sim,nao,divorciado,3,0,0
29,7058.881111854082,5.817553970688779,862,13299.493867436755,7,sim,sim,divorciado,4,0,0
41,,8.091316356910374,356,,7,sim,sim,casado,1,0,1
40,3307.131397082043,8.87440666719609,719,7325.052531131359,4,sim,nao,solteiro,3,0,1
26,6851.344419005443,5.921009180016085,579,13059.350030578642,2,sim,nao,solteiro,4,0,0
44,4338.450207953894,5.875198176134927,604,7996.0520695639325,7,sim,nao,casado,2,0,1
46,3979.6783726995654,5.6423329468584,765,6749.522585489882,4,sim,nao,divorciado,0,0,0
52,5298.9121793266195,6.467391669947863,473,9783.230996041317,2,sim,nao,solteiro,3,0,0
52,6541.5004192375745,5.165511913614392,565,11572.522920496094,8,nao,sim,divorciado,0,0,0
23,9763.427063465093,4.998174553033132,546,19530.844857003267,8,sim,nao,divorciado,2,0,0
28,6654.472215314846,8.589881362481727,377,12876.380832709996,6,sim,sim,solteiro,1,0,0
46,7319.6799327766885,9.54834854106513,552,13916.843825123437,7,nao,nao,divorciado,4,0,0
46,3988.0676020242895,0.47734116609973753,774,9185.803203792726,4,sim,sim,solteiro,1,0,0
46,2948.2637880610473,5.030063455221708,475,6044.734695964068,4,nao,nao,solteiro,0,0,0
86,5124.662699238246,2.933916699664296,720,10548.121427407745,4,nao,nao,casado,1,0,1
46,5214.339830519192,4.067085600541783,871,11456.706014046526,1,sim,nao,solteiro,1,0,0
53,2842.974517270806,6.207548629205965,760,4525.9122923453815,2,nao,sim,casado,3,0,0
51,4649.410940191974,7.008315114627406,553,9110.669904194741,7,sim,sim,divorciado,3,0,1
47,5798.635203438262,4.663620669165965,819,12672.711983591264,5,sim,sim,casado,2,0,0
36,5720.78679003616,-0.7400210041684083,406,9995.813812815924,8,sim,sim,divorciado,3,0,0
49,6008.5757067685445,2.104863258271461,470,12333.269438927371,6,sim,nao,casado,3,0,0
30,5581.929460274886,7.689499010600498,357,12641.027364646996,5,sim,nao,divorciado,3,0,0
37,3985.982681459888,-3.221279266104794,636,6144.5724583506835,3,sim,nao,solteiro,3,0,0
34,3972.1987467023137,8.562281455046,641,9425.194128289526,6,nao,nao,casado,2,0,0
40,2602.0972040122483,6.5636899719336235,589,5981.3450748438445,3,sim,sim,solteiro,3,0,1
67,124529.0,8.948528244590065,383,17327.06974009863,6,sim,nao,solteiro,3,0,0
17,5026.900729238586,4.404292439357119,416,11202.912501624101,4,sim,nao,divorciado,0,0,0
48,4550.293888410296,-1.1842162720687153,833,9472.088073086881,1,sim,nao,divorciado,3,0,1
20,3142.4158370950827,6.291087924519494,518,5309.204863140457,6,sim,nao,divorciado,2,0,0
34,10871.315804655556,8.823959372115024,401,21321.369595338467,7,nao,nao,divorciado,2,0,0
53,2853.343935554209,7.774165416540263,755,5622.336617558238,9,sim,nao,casado,1,0,1
40,4142.304148787854,3.011925549535894,825,8895.069373756574,1,sim,nao,solteiro,3,0,0
27,5831.673672572121,5.26028322638794,565,10944.326330443382,5,sim,nao,divorciado,4,0,0
31,6200.425931488556,3.4014911936602283,586,12572.787498876529,3,sim,nao,solteiro,1,0,0
48,6915.864110431368,2.5422006074318837,440,13878.808019047885,4,sim,sim,casado,2,0,0
31,8615.217015538527,7.866165713539553,705,17394.19178534608,0,sim,nao,divorciado,1,0,0
42,6012.3153109214245,1.4074030662045134,592,12760.286772180085,5,sim,sim,casado,4,0,0
40,2887.9384000666646,2.318550708255162,330,5330.995672152536,7,sim,nao,casado,0,0,0
32,4486.109749756437,1.6879230995828438,470,8034.204999428124,1,nao,nao,solteiro,4,0,0
65,5615.66474502777,0.5292574301028603,654,11058.287879479434,0,nao,nao,solteiro,1,0,0
47,9136.452083011647,5.43924287552781,504,16705.92861585922,8,sim,nao,casado,3,0,0
15,2204.389043151406,8.484509145445928,777,4929.643239350648,1,nao,nao,casado,0,0,0
42,7405.1530104504545,4.445369731264203,590,15296.740720316222,7,nao,sim,divorciado,4,0,1
32,5359.8287390928335,0.4827565983075006,410,10917.061608018974,4,sim,nao,solteiro,3,0,0
50,6675.661070458961,7.519833619226082,367,12056.676276167871,1,sim,nao,casado,4,0,0
30,4796.010566728136,10.057105262104916,672,8637.90654813102,4,sim,nao,casado,2,0,0
38,3315.1347397473473,3.0612730275602162,495,8261.553434699274,8,sim,sim,solteiro,3,0,0
46,6501.745558802664,3.564337199846845,425,12746.913868351689,5,sim,nao,casado,2,0,1
50,6308.862054211242,,561,13355.595659318167,2,sim,nao,divorciado,0,0,0
25,6944.113931479444,9.865621243355154,454,16512.69135443177,7,sim,sim,casado,0,0,0
35,4973.390729242729,3.4404975628243215,880,9648.62266933445,0,sim,nao,casado,0,0,0
34,3800.355953360301,1.0026506570053852,407,8098.159722236093,8,sim,sim,solteiro,0,0,0
32,1882.4260099523167,6.89425581881722,722,3686.906388526366,8,sim,nao,solteiro,2,0,1
61,6638.7465362788125,7.397204219426898,334,13933.71019353483,3,sim,nao,divorciado,2,0,0
44,5847.778964887972,5.01839435130568,343,12214.945218311495,7,sim,nao,casado,1,0,1
24,3068.434734272081,3.3256002210276483,715,6657.666957514613,2,sim,nao,divorciado,1,0,0
51,3922.8526534067514,7.983136192976139,584,9338.998665031784,5,nao,sim,casado,2,0,0
65,4066.482376097119,6.584108013643893,746,7407.139376319088,9,sim,nao,casado,0,0,0
52,2034.0311360351639,2.694693449289521,817,4263.155709173242,9,sim,sim,solteiro,1,0,0
21,3364.6352067897324,5.147284193917015,326,6678.138415579002,7,sim,nao,divorciado,3,0,0
34,2732.339286387292,0.9448774039260606,526,4427.675682437164,8,sim,sim,casado,2,0,0
55,4175.041976224126,7.057671369313761,724,8524.96157673763,7,sim,nao,casado,3,0,0
31,3522.6050033408746,4.213299291851432,867,8193.221218799355,8,sim,nao,solteiro,0,0,1
45,1745.9901582665025,3.6928675028457887,667,2040.147609768149,3,sim,nao,solteiro,2,0,0
49,9045.180461138963,4.901376544542697,609,19107.710280917065,9,sim,nao,solteiro,1,0,1
28,7505.0814620584615,5.120923097990744,404,15426.593307187843,0,sim,sim,divorciado,1,0,0
39,3441.961156960029,7.6847901846966815,317,7806.631085009065,6,sim,nao,divorciado,3,0,1
1,5544.84279330722,6.7732715939756645,504,11125.114042843976,9,nao,nao,casado,2,0,1
27,5834.93017964259,,342,14668.773443712387,3,sim,sim,divorciado,0,0,1
36,7382.171709546954,7.291004449156985,388,15189.649614305,0,sim,nao,solteiro,4,0,0
25,3362.7899466798426,6.202211761074839,885,6945.025652106119,2,nao,nao,solteiro,4,0,0
59,7184.213567964853,3.720201091141889,456,14461.968546476188,6,nao,sim,divorciado,0,0,0
22,3904.18939158613,4.625845525290543,565,7045.130055328718,2,sim,sim,casado,1,0,0
34,2328.2751916627735,4.555331333470638,433,4384.918732164059,0,sim,sim,casado,4,0,1
41,6448.273118628995,6.515784029522605,763,12463.629897887638,6,sim,sim,casado,0,0,1
57,7581.516848244856,3.898932155835075,431,15766.002948910267,7,sim,sim,casado,3,0,1
22,10175.817947061369,3.8287724407351,333,21330.319161177085,4,sim,nao,solteiro,1,0,0
53,2600.549469819573,10.906271928301877,382,6312.486880322253,5,nao,sim,divorciado,0,0,0
40,6397.839370161578,7.819206445241313,431,12426.48408991722,2,sim,sim,solteiro,3,0,0
28,4180.397512412934,2.718198006724583,727,7018.059069874376,4,nao,sim,casado,2,0,0
45,6566.7174210480625,6.712822981826595,503,13891.936559312762,2,sim,nao,casado,4,0,0
42,2059.020897537499,5.355050196965531,635,3282.6332474453243,1,nao,nao,solteiro,4,0,0
32,2474.460448602872,6.174653525780282,796,6151.285486923074,6,sim,nao,casado,4,0,0
40,,5.412023973695313,741,,9,sim,nao,solteiro,0,0,0
35,5157.928091336169,8.568927936455708,557,10925.97024956508,6,nao,nao,solteiro,2,0,1
41,3717.837466923289,6.036861033954338,591,6792.823623410974,7,sim,sim,solteiro,0,0,0
47,6318.10868782684,4.813733905357138,424,12325.646056414165,0,sim,sim,solteiro,0,0,0
59,7053.789236515829,8.126571730949053,474,13639.40898201341,1,sim,sim,casado,2,0,0
25,6199.155082490712,5.699855123263616,791,13506.256507067665,1,sim,sim,casado,3,0,0
65,8237.575279321736,5.364435737987174,379,15528.527388168815,2,sim,sim,casado,1,0,1
16,5831.653258910686,5.9420678074583435,604,12609.68376623402,6,sim,nao,divorciado,4,0,0
38,2566.2065793196657,4.719172929900901,809,6039.413754212321,6,nao,sim,solteiro,2,0,0
47,7726.75302707668,5.027680978986407,643,15308.021891189195,6,sim,nao,divorciado,3,0,0
43,,3.2399162337143816,869,,0,sim,nao,solteiro,2,0,1
32,6820.83699937114,2.7464983411283637,390,14183.22173601345,1,sim,nao,solteiro,1,0,1
37,8147.468433110213,2.0042888405526815,468,14208.733315900181,7,nao,sim,casado,2,0,0
34,5913.376021460798,0.8240501396087723,633,12193.092859926797,8,sim,nao,solteiro,2,0,1
32,2007.6823736707006,2.3608479158463305,535,3025.9841907198856,9,sim,nao,divorciado,3,0,0
50,3163.575666980417,4.477198896599223,698,5935.836707370282,6,sim,nao,casado,4,0,0
44,7645.488933770272,5.309352747336911,887,16371.087170042565,0,sim,nao,casado,4,0,0
31,4661.754628714367,4.186110310557078,776,8537.959336675023,3,sim,nao,solteiro,3,0,0
50,5159.147069884331,-2.067110470382074,834,11311.303702271445,9,sim,sim,casado,3,0,1
43,6517.648832327219,9.723759073287027,884,13033.114890650122,7,sim,sim,divorciado,0,0,0
49,6392.645724160647,8.259440368671145,387,12570.59585768616,4,sim,sim,solteiro,0,0,1
47,5557.599624770922,6.337279553651387,552,9877.237071629113,0,nao,nao,divorciado,1,0,0
